address,city,location,neighborhood,postalCode,publishedAtDate,reviewOrigin,reviewsCount,scrapedAt,stars,state,street,text,title,totalScore
"Av. Miguel Ignácio Curi, 41 - Vila Carmosina, São Paulo - SP, 08295-005, Brasil",São Paulo,"{'lat': -23.5441558, 'lng': -46.463691}",Vila Carmosina,08295-005,2025-06-02T02:51:58.896Z,Google,209,2025-10-04T22:10:59.994Z,1,São Paulo,"Av. Miguel Ignácio Curi, 41",Pois temos uma espera de 4:05 horas pra ser chamado pelo médico isso e um absurdo pois samos umanos pelo amor de deus sou uma paciente que tem crise de eplipicia tenho diabete precao alta pois hj minha precao está alta até de mais e owue tenho q fazer pra controlar e espera 4 horas pro médico chamar e se até lá eu estiver bem né porq se não e só obito,UPA 26 de Agosto,2.6
"Av. Miguel Ignácio Curi, 41 - Vila Carmosina, São Paulo - SP, 08295-005, Brasil",São Paulo,"{'lat': -23.5441558, 'lng': -46.463691}",Vila Carmosina,08295-005,2025-05-28T23:32:32.334Z,Google,209,2025-10-04T22:10:59.994Z,2,São Paulo,"Av. Miguel Ignácio Curi, 41","Estou muito revoltada com o cirurgião desta unidade.Estive com o meu esposo nesta data,28/05/25,chegamos as 10:58 da manhã,meu esposo foi encaminhado do Santa Marcelina,os primeiros pronto atendimento foi uma benção,apesar da demora.Mas,quando chegou na parte da cirurgia,esperamos muitas horas esperando o cirurgião,quando ele aparece,atende dois pacientes,e foi embora,deixando o resto para trás.Fui reclamar na recepção,a uma enfermeira muito educada,disse que não tinha o que fazer,pois,a unidade só disponibiliza de um cirurgião.Isso é um absurdo.Voltamos.para casa ,sem diagnóstico e sem avaliação.Meu esposo com muitas dores.Passamos.o dia inteiro lá,para nada.Banheiros uma sujeira.Na parte da medicação,uma bagunça.Nao cumprem com a Missão que no site,dizem ter. Não são todos os profissionais,a enfermeira que nos atendeu foi bem competente,medico ortopedista também.Mas,o cirurgião,não quis nem saber.Que dane o mundo,o que importa é ele ir para descansar.",UPA 26 de Agosto,2.6
"Av. Miguel Ignácio Curi, 41 - Vila Carmosina, São Paulo - SP, 08295-005, Brasil",São Paulo,"{'lat': -23.5441558, 'lng': -46.463691}",Vila Carmosina,08295-005,2025-05-28T02:11:08.896Z,Google,209,2025-10-04T22:10:59.994Z,1,São Paulo,"Av. Miguel Ignácio Curi, 41","Péssimo, lotado 01 médico atendendo , falta de consideração com a população",UPA 26 de Agosto,2.6
"Av. Miguel Ignácio Curi, 41 - Vila Carmosina, São Paulo - SP, 08295-005, Brasil",São Paulo,"{'lat': -23.5441558, 'lng': -46.463691}",Vila Carmosina,08295-005,2025-05-27T17:56:48.596Z,Google,209,2025-10-04T22:10:59.994Z,4,São Paulo,"Av. Miguel Ignácio Curi, 41",,UPA 26 de Agosto,2.6
"Av. Miguel Ignácio Curi, 41 - Vila Carmosina, São Paulo - SP, 08295-005, Brasil",São Paulo,"{'lat': -23.5441558, 'lng': -46.463691}",Vila Carmosina,08295-005,2025-05-22T12:51:53.770Z,Google,209,2025-10-04T22:10:59.994Z,1,São Paulo,"Av. Miguel Ignácio Curi, 41","Tem uns funcionários q trabalham com amor ,mas tem uns q deixa a desejar ,sem empatia alguma ,no dia 20/5/25 estive as 8 da manhã com minha mãe de 85 anos para antibióticoterapis de 7 dias, peguei a senha preferencia PUA17 ,fui até a sala de triagem,voltei para a recepção, porém a atendente disse q a senha estava errada no sistema era pra eu voltar na sala da enfermagem, voltei lá ,a mesma disse q estava certa,q eu voltasse na recepção,voltei na recepção, a mesma disse q estava errada q a triagem q tinha q resolver ,voltei na triagem ,dizendo q mandou a senha certa ,voltei na recepção, nisso a hora do remwdio já estava passando ,a atendente da recepção se quer sair da cadeira para averiguar o q estava acontecendo na outra sala de triagem ,fiquei nessa safadeza de vai e vem ,e minha mãe de 85 anos tendo q tomar a medicação de horário,e até ouvi de uma das atendentes q eu teria q chegar mais cedo sendo q cheguei às 8 ,e os trâmites para se aplicar medicações não se demora não, ainda mais sendo idoso,por milagre veio 1 rapaz q se interessou em resolver o problema ,q a mesma não estava nem aí, nem uma das 3 q estavam sentadas ,sentadas ficaram, ele foi até a sala de triagem e resolveu o problema ,essas 3 pessoas tem q fazer passar por triagem tbm reciclagem tbm,pois na minha opinião não sabem resolver quaisquer problema q ali aparecer ,desumanas ,sem empatias,fazendo pouco caso de quem está lá para se tratar, se não querem trabalhar ,deem lugar para quem quer e precisa ,pois lidar com pessoas não é fácil, ainda mais doentes ,mas são da instituição marcelina q prega o amor ao próximo sempre",UPA 26 de Agosto,2.6
"Av. Miguel Ignácio Curi, 41 - Vila Carmosina, São Paulo - SP, 08295-005, Brasil",São Paulo,"{'lat': -23.5441558, 'lng': -46.463691}",Vila Carmosina,08295-005,2025-05-14T23:04:23.972Z,Google,209,2025-10-04T22:10:59.994Z,1,São Paulo,"Av. Miguel Ignácio Curi, 41",Péssimo vc chegar 17 horas e sai 2 horas da madrugada e vc chegar com criança a17 horas nem pediatra tem isto e desumano com as crianças principalmente neste frio,UPA 26 de Agosto,2.6
"Av. Miguel Ignácio Curi, 41 - Vila Carmosina, São Paulo - SP, 08295-005, Brasil",São Paulo,"{'lat': -23.5441558, 'lng': -46.463691}",Vila Carmosina,08295-005,2025-05-07T01:43:14.978Z,Google,209,2025-10-04T22:10:59.994Z,1,São Paulo,"Av. Miguel Ignácio Curi, 41",Lugar péssimo! Desumano a gente paga um monte de imposto e atendimento decente não tem!,UPA 26 de Agosto,2.6
"Av. Miguel Ignácio Curi, 41 - Vila Carmosina, São Paulo - SP, 08295-005, Brasil",São Paulo,"{'lat': -23.5441558, 'lng': -46.463691}",Vila Carmosina,08295-005,2025-04-22T11:27:52.438Z,Google,209,2025-10-04T22:10:59.994Z,1,São Paulo,"Av. Miguel Ignácio Curi, 41","Enfermagem alguns sem educação, stressados não estão nem aí com o paciente, ficam no posto deles só jogando conversa fora, de vez cuidarem do paciente não estão nem ai, só  dão  atenção ao paciente qdo vão administrar as medicações e olha lá sem higiene nenhuma. Banheiros imundo, um local que nem animal merecia estar. Agora a médica deu um bom atendimento. Vi várias vezes os profissionais brigando com paciente, um terror. Eu levava meu marido pendurado no meu ombro p o banheiro, ele ficou internado na upa a espera de um hospital , em uma poltrona colocaram 1 soro e ele perdeu aveia, desligaram e não colocaram mas nada,  e cada hora ele piorando mais. Pedi transferência p o Hospital do servidor. A autorização foi dada às 10:30 da manhã,  transferiram vários paciente que estava em situação melhor do que a dele. Perguntava toda hora que hras ele ia ser transferido ou a enfermagem falava que não sabia ou que faltavam 2 paciente. Vi um motorista as 12 hras brincando cm as enfermeiras e rindo ia p lá e pra cá, o mesmo desocupado que estava as 12 hras sem fazer nada, foi o mesmo que levou meu marido as 15:30 para ser  transferido. Bom p finalizar a incompetencia desses funcionários na demora da transferência  e de um atendimento indescente meu marido morreu dia 27/11/24.",UPA 26 de Agosto,2.6
"Av. Miguel Ignácio Curi, 41 - Vila Carmosina, São Paulo - SP, 08295-005, Brasil",São Paulo,"{'lat': -23.5441558, 'lng': -46.463691}",Vila Carmosina,08295-005,2025-03-31T21:10:31.997Z,Google,209,2025-10-04T22:10:59.994Z,1,São Paulo,"Av. Miguel Ignácio Curi, 41","Tem dia que tem atendentes e enfermeiros bons que trabalham com seriedade e profissoalismo e que tem empatia pelo próximo.Porém um dia sim outro não tem pessoas que tenho dúvida se realmente são profissionais da saúde, porque ontém na medicaçao tds os pacientes tiveram a veia estourada tinha sangue p todo lado fiquei até com medo de ver aquilo e me questionei se eles nao estao treinando nos pacientes procedimentos que não sabem fazer.São muitos erros e falta de ética e higiene.Hoje mesmo meu pai foi tomar medicaçao (antibiótico na veia)e o rapaz deixou o gotejamento da medicaçao super rapido, acabou em menos de 5 minutos e ele disse que não tem problema nenhum deixar rápido.Também teve outro erro de um outro rapaz que não sabia como fazer a  urocultura em paciente com sonda sevical de demora, e injetou a seringa no lugar errado, sendo assim ele coletou agua destilada ao invés da urina e outra enfermeira fez a urocultura.depois disso ele precisou trocar a sonda",UPA 26 de Agosto,2.6
"Av. Miguel Ignácio Curi, 41 - Vila Carmosina, São Paulo - SP, 08295-005, Brasil",São Paulo,"{'lat': -23.5441558, 'lng': -46.463691}",Vila Carmosina,08295-005,2025-03-31T20:41:55.230Z,Google,209,2025-10-04T22:10:59.994Z,4,São Paulo,"Av. Miguel Ignácio Curi, 41","Minha mãe foi muito bem atendida pelas condições de trabalho, muitas pessoas, faltam profissionais para área da saúde pública, medicamentos não é sempre que vai conseguir , faltam aparelhos mais modernos , os profissionais fazem o que podem com o que tem em mãos.",UPA 26 de Agosto,2.6
"Av. Miguel Ignácio Curi, 41 - Vila Carmosina, São Paulo - SP, 08295-005, Brasil",São Paulo,"{'lat': -23.5441558, 'lng': -46.463691}",Vila Carmosina,08295-005,2025-03-24T05:06:17.118Z,Google,209,2025-10-04T22:10:59.994Z,4,São Paulo,"Av. Miguel Ignácio Curi, 41","Gostaria de agradecer a todos do plantão da noite as 23hr dia dia 23/03 ... Meu filho de apenas 10meses , convulsionou e corremos pra cá. A prontidão da segurança que estava na porta , eu descendo desesperada ... E ela já se atentou da emergência e já me direcionou para Triagem .. Mesmo a enfermeira com paciente já de imediato parou , pegou meu filho e levou para médica . Dra já tomou as devidas providências , encaminhou meu bebê direto para dentro e já começaram a tratar a convulsão , a médica só deixou o local apos meu filho estabilizar ... Seguimos aqui , com as enfermeiras internas super cuidadosa , atenciosa ... As vezes julgamos sem saber , resolvi vir pra cá ao invés da Notredame que só mandava meu filho pra casa e remédio ! O SUS tem excelentes profissionais , agradeço muito a Deus , e a toda equipe 🙏🏻 que Deus abençoe e que permaneçam assim honrando a profissão .  Fica uma ressalva para melhorar o banheiro 🥹 por isso não dei 5 estrelas .",UPA 26 de Agosto,2.6
"Av. Miguel Ignácio Curi, 41 - Vila Carmosina, São Paulo - SP, 08295-005, Brasil",São Paulo,"{'lat': -23.5441558, 'lng': -46.463691}",Vila Carmosina,08295-005,2025-03-18T03:36:06.389Z,Google,209,2025-10-04T22:10:59.994Z,1,São Paulo,"Av. Miguel Ignácio Curi, 41",,UPA 26 de Agosto,2.6
"Av. Miguel Ignácio Curi, 41 - Vila Carmosina, São Paulo - SP, 08295-005, Brasil",São Paulo,"{'lat': -23.5441558, 'lng': -46.463691}",Vila Carmosina,08295-005,2025-03-11T16:12:24.503Z,Google,209,2025-10-04T22:10:59.994Z,1,São Paulo,"Av. Miguel Ignácio Curi, 41","Essa unidade é horrível, horas para ser atendido por um médico, e quando é chamado dependendo do médico ele nem olha na sua cara, principalmente se for a Dra GABRIELLA CHRYSTINA. Fora que fica entrando vários NÓIAS na recepção, se lavando no banheiro, encarando e arrumando briga com os pacientes e ninguém fala NADA!",UPA 26 de Agosto,2.6
"Av. Miguel Ignácio Curi, 41 - Vila Carmosina, São Paulo - SP, 08295-005, Brasil",São Paulo,"{'lat': -23.5441558, 'lng': -46.463691}",Vila Carmosina,08295-005,2025-03-03T21:29:26.881Z,Google,209,2025-10-04T22:10:59.994Z,2,São Paulo,"Av. Miguel Ignácio Curi, 41","A unidade boa, porém pela lei as UPA’s são obrigadas a terem um dentista de plantão, porém não possui",UPA 26 de Agosto,2.6
"Av. Miguel Ignácio Curi, 41 - Vila Carmosina, São Paulo - SP, 08295-005, Brasil",São Paulo,"{'lat': -23.5441558, 'lng': -46.463691}",Vila Carmosina,08295-005,2025-02-27T17:28:33.387Z,Google,209,2025-10-04T22:10:59.994Z,1,São Paulo,"Av. Miguel Ignácio Curi, 41","UM LIXO, UM HORROR! Pior UPA que eu já vi, os pacientes são tratados com descaso de ambas as partes, ridículo você ter que escutar de um médico que na sua frente tem centenas de milhares piores que você negando o atendimento, isso não existe!",UPA 26 de Agosto,2.6
"Av. Miguel Ignácio Curi, 41 - Vila Carmosina, São Paulo - SP, 08295-005, Brasil",São Paulo,"{'lat': -23.5441558, 'lng': -46.463691}",Vila Carmosina,08295-005,2025-01-08T02:16:38.826Z,Google,209,2025-10-04T22:10:59.994Z,1,São Paulo,"Av. Miguel Ignácio Curi, 41","Uma estrela é muito ,uma upa horrível fui hoje com minha filha muito mau ,Triagen péssima a triagem muito demorada onde não fica ninguém os médico não atendeu minha filha que eu fui pedir socorro ela não ta legal quase desmaiando o médico pediu oara eu falar com a enfermeira para fazer uma outra triagem ,sendo que ela estava la na porta do consultório com uma senha de atendimento e ele não atendeu porque tinha gente na frente dela,e as pessoas que tava na frente dela sei que esta doente tbm ,mas ela estava pior que todos lá,bom fim da história vim embora com ela ,dei dramim pra vomito dipirona para dor e soro caseiro. Amanhã dia 08/01/25 ,vou levar ela em outro posto aqui perto de casa ,mas não neste lixo que o 26 de agosto em Itaquera,nota 0 para Triagem e alguns médicos a noite .",UPA 26 de Agosto,2.6
"Av. Miguel Ignácio Curi, 41 - Vila Carmosina, São Paulo - SP, 08295-005, Brasil",São Paulo,"{'lat': -23.5441558, 'lng': -46.463691}",Vila Carmosina,08295-005,2025-01-02T14:13:30.884Z,Google,209,2025-10-04T22:10:59.994Z,1,São Paulo,"Av. Miguel Ignácio Curi, 41","Demoram mais de 3 horas pra atendimento, os médicos demoram horrores pra chamar enquanto ficam dentro do consultório sem chamar nenhuma senha.",UPA 26 de Agosto,2.6
"Av. Miguel Ignácio Curi, 41 - Vila Carmosina, São Paulo - SP, 08295-005, Brasil",São Paulo,"{'lat': -23.5441558, 'lng': -46.463691}",Vila Carmosina,08295-005,2024-12-30T03:02:45.146Z,Google,209,2025-10-04T22:10:59.994Z,1,São Paulo,"Av. Miguel Ignácio Curi, 41","Péssimo atendimento. Apenas um médico pra atender um número grande de pessoas. A triagem inicial foi rápido mas depois você fica esquecido horas e horas. Banheiro sujo, sem trincos e um deles interditado. Apenas uma cadeira de rodas e improvisaram um banco com rodinhas pra levar os pacientes mais graves, sem apoio e com os pés arrastando no chão. Saí sem receber atendimento e frustrada.",UPA 26 de Agosto,2.6
"Av. Miguel Ignácio Curi, 41 - Vila Carmosina, São Paulo - SP, 08295-005, Brasil",São Paulo,"{'lat': -23.5441558, 'lng': -46.463691}",Vila Carmosina,08295-005,2024-12-28T18:18:18.003Z,Google,209,2025-10-04T22:10:59.994Z,1,São Paulo,"Av. Miguel Ignácio Curi, 41","Não tem médico nessa porra , basta um feriado pro medico faltar e nao fazer a porra do plantão dele , fui ver um ortopedista e não tinha nem clínico pra passar que vergonha , pau no cu do governo",UPA 26 de Agosto,2.6
"Av. Miguel Ignácio Curi, 41 - Vila Carmosina, São Paulo - SP, 08295-005, Brasil",São Paulo,"{'lat': -23.5441558, 'lng': -46.463691}",Vila Carmosina,08295-005,2024-12-11T06:26:39.904Z,Google,209,2025-10-04T22:10:59.994Z,5,São Paulo,"Av. Miguel Ignácio Curi, 41",,UPA 26 de Agosto,2.6
"R. Thereza Mouco de Oliveira, 121 - Vila Maracana, São Paulo - SP, 05846-420, Brasil",São Paulo,"{'lat': -23.6493028, 'lng': -46.7493283}",Vila Maracana,05846-420,2025-10-03T17:30:43.343Z,Google,489,2025-10-04T22:11:02.684Z,5,São Paulo,"R. Thereza Mouco de Oliveira, 121","Estive no local como paciente, logo após o horário de pico 19h30 +/-. Levando em consideração que todos que estavam ali também buscavam por atendimento, não achei tao demorado quanto poderia ter sido. As estrelas vão principalmente para a equipe de enfermagem, que agiram com prontidão e humanização durante todo o tempo e com os imprevistos.",UPA - Campo Limpo,2.4
"R. Thereza Mouco de Oliveira, 121 - Vila Maracana, São Paulo - SP, 05846-420, Brasil",São Paulo,"{'lat': -23.6493028, 'lng': -46.7493283}",Vila Maracana,05846-420,2025-10-03T14:33:56.554Z,Google,489,2025-10-04T22:11:02.684Z,1,São Paulo,"R. Thereza Mouco de Oliveira, 121","Terrível,  na triagem trabalha uma ""morta"" e  outra ""falecida"" por assim dizer, incrível a  falta de dinamismo, visão do todo, fazem tudo de forma robótica com lentidão que beira o absurdo",UPA - Campo Limpo,2.4
"R. Thereza Mouco de Oliveira, 121 - Vila Maracana, São Paulo - SP, 05846-420, Brasil",São Paulo,"{'lat': -23.6493028, 'lng': -46.7493283}",Vila Maracana,05846-420,2025-10-01T13:59:51.930Z,Google,489,2025-10-04T22:11:02.684Z,2,São Paulo,"R. Thereza Mouco de Oliveira, 121","A minha indignação é pela administração com seus péssimos funcionários,sem empatia nenhuma com a situação dos pacientes, frios diante da dor do próximo, não estou aqui classificando seguranças e nem atendentes externos e sim funcionários internos da administração e certos enfermeiros maus educados e sem empatia nenhuma para com o próximo. Os médicos conseguem ter mais empatia com os pacientes do que certos enfermeiros e administradores.",UPA - Campo Limpo,2.4
"R. Thereza Mouco de Oliveira, 121 - Vila Maracana, São Paulo - SP, 05846-420, Brasil",São Paulo,"{'lat': -23.6493028, 'lng': -46.7493283}",Vila Maracana,05846-420,2025-09-30T17:10:20.568Z,Google,489,2025-10-04T22:11:02.684Z,4,São Paulo,"R. Thereza Mouco de Oliveira, 121","No dia 6 de Agosto de 2025, meu pai Afonso Bittencourt, chegou de SAMU no UPA CAMPO LIMPO e, do início ao fim, teve um excelente atendimento, principalmente da parte da Dr Juliana quanto dos enfermeiros FLÁVIO, ADILSON, ADRIANA E GIANE. Esses enfermeiros prestaram um excelente atendimento ao meu pai, paciente paliativo, acamado há 16 anos. Cada banho, cada medicação, tudo que fizeram foi com muito zelo e amor. Louvo a Deus pela a vida dos profissionais da área da saúde, que dedicam sua vida/saúde em prol de outras vidas e, muitas vezes, ainda são obrigados a suportar desaforo de alguns pacientes e acompanhantes. Espero, de coração, que este elogio chegue aos ouvidos desses profissionais!",UPA - Campo Limpo,2.4
"R. Thereza Mouco de Oliveira, 121 - Vila Maracana, São Paulo - SP, 05846-420, Brasil",São Paulo,"{'lat': -23.6493028, 'lng': -46.7493283}",Vila Maracana,05846-420,2025-09-30T12:40:36.036Z,Google,489,2025-10-04T22:11:02.684Z,5,São Paulo,"R. Thereza Mouco de Oliveira, 121","Gostaria de parabenizar a UPA Campo Limpo pelo excelente trabalho que realiza. Tenho plena consciência da alta demanda que atendem em toda a região da Zona Sul. Faço uma menção especial à doutora Lorena Ormrod SallOvitz, que é uma profissional excepcional! Peço que nossos governantes e prefeitos voltem seu olhar com mais atenção para a UPA Campo Limpo, pois muitas pessoas, especialmente nos finais de semana, necessitam de mais médicos. Parabéns a toda a equipe, incluindo os seguranças!",UPA - Campo Limpo,2.4
"R. Thereza Mouco de Oliveira, 121 - Vila Maracana, São Paulo - SP, 05846-420, Brasil",São Paulo,"{'lat': -23.6493028, 'lng': -46.7493283}",Vila Maracana,05846-420,2025-09-19T22:44:44.728Z,Google,489,2025-10-04T22:11:02.684Z,1,São Paulo,"R. Thereza Mouco de Oliveira, 121","Atendimento desumano pelo primeiro vez estive nessa up , nem sabia quantos balcão de atendimento tinha que passa tanto lugar para passar que desnecessário  a pessoa já está passando mal ter que passa por por várias setores de atendimento fica e mas doente ainda",UPA - Campo Limpo,2.4
"R. Thereza Mouco de Oliveira, 121 - Vila Maracana, São Paulo - SP, 05846-420, Brasil",São Paulo,"{'lat': -23.6493028, 'lng': -46.7493283}",Vila Maracana,05846-420,2025-09-13T12:06:15.433Z,Google,489,2025-10-04T22:11:02.684Z,1,São Paulo,"R. Thereza Mouco de Oliveira, 121",Pior esperiencia q tive e uns dos piores hospital q já fui na minha vida até hoje quem tiver muito doente por favor não vá procure outro pq fui pra morrer d dor não fizeram um raio x não me deram medicamentosa fora o atendimento q é horrível passei 7 hrs pra ser atendido morrendo d dor e uma médica só passou uns remédios pra tomar em casa q não serviu d nada pior hospital q já vi conselho não vão,UPA - Campo Limpo,2.4
"R. Thereza Mouco de Oliveira, 121 - Vila Maracana, São Paulo - SP, 05846-420, Brasil",São Paulo,"{'lat': -23.6493028, 'lng': -46.7493283}",Vila Maracana,05846-420,2025-09-11T11:43:22.879Z,Google,489,2025-10-04T22:11:02.684Z,1,São Paulo,"R. Thereza Mouco de Oliveira, 121","Péssimo atendimento na recepção, no período noturno. Funcionários mal educados e despreparados ,quem vai buscar atendimento, não tem culpa que eles estão com problemas ou não querem trabalhar.",UPA - Campo Limpo,2.4
