date,temperature_2m,relative_humidity_2m,rain,precipitation
2024-01-07 15:00:00+00:00,17.522999,39.736736,0.0,0.0
2024-01-07 16:00:00+00:00,16.373,41.114536,0.0,0.0
2024-01-07 17:00:00+00:00,14.973001,44.17989,0.0,0.0
2024-01-07 18:00:00+00:00,14.173,45.70374,0.0,0.0
2024-01-07 19:00:00+00:00,13.173,47.069176,0.0,0.0
2024-01-07 20:00:00+00:00,12.423,47.362762,0.0,0.0
2024-01-07 21:00:00+00:00,11.223001,50.53355,0.0,0.0
2024-01-07 22:00:00+00:00,10.023,55.92541,0.0,0.0
2024-01-07 23:00:00+00:00,9.123,61.348824,0.0,0.0
2024-01-08 00:00:00+00:00,9.273,62.043774,0.0,0.0
2024-01-08 01:00:00+00:00,10.123,60.081165,0.0,0.0
2024-01-08 02:00:00+00:00,9.523,62.990387,0.0,0.0
2024-01-08 03:00:00+00:00,9.073,65.38798,0.0,0.0
2024-01-08 04:00:00+00:00,8.673,67.65466,0.0,0.0
2024-01-08 05:00:00+00:00,8.973001,67.47972,0.0,0.0
2024-01-08 06:00:00+00:00,11.723001,58.798874,0.0,0.0
2024-01-08 07:00:00+00:00,14.073,50.60017,0.0,0.0
2024-01-08 08:00:00+00:00,15.773,41.6735,0.0,0.0
2024-01-08 09:00:00+00:00,17.022999,33.844154,0.0,0.0
2024-01-08 10:00:00+00:00,17.973,27.874361,0.0,0.0
2024-01-08 11:00:00+00:00,18.473,24.104057,0.0,0.0
2024-01-08 12:00:00+00:00,18.373,22.267984,0.0,0.0
2024-01-08 13:00:00+00:00,17.873,27.846012,0.0,0.0
2024-01-08 14:00:00+00:00,16.373,26.128742,0.0,0.0
2024-01-08 15:00:00+00:00,14.773,26.863827,0.0,0.0
2024-01-08 16:00:00+00:00,13.373,27.176481,0.0,0.0
2024-01-08 17:00:00+00:00,11.823,28.962927,0.0,0.0
2024-01-08 18:00:00+00:00,10.973001,30.522276,0.0,0.0
2024-01-08 19:00:00+00:00,11.723001,28.172201,0.0,0.0
2024-01-08 20:00:00+00:00,11.573,28.128588,0.0,0.0
2024-01-08 21:00:00+00:00,10.973001,29.26891,0.0,0.0
2024-01-08 22:00:00+00:00,10.373,30.46119,0.0,0.0
2024-01-08 23:00:00+00:00,9.823,31.481455,0.0,0.0
2024-01-09 00:00:00+00:00,9.473001,32.106415,0.0,0.0
2024-01-09 01:00:00+00:00,8.973001,34.62856,0.0,0.0
2024-01-09 02:00:00+00:00,8.623,35.4569,0.0,0.0
2024-01-09 03:00:00+00:00,8.023,36.928944,0.0,0.0
2024-01-09 04:00:00+00:00,6.9230003,39.9602,0.0,0.0
2024-01-09 05:00:00+00:00,7.573,39.40226,0.0,0.0
2024-01-09 06:00:00+00:00,10.573,35.108013,0.0,0.0
2024-01-09 07:00:00+00:00,12.723001,36.54683,0.0,0.0
2024-01-09 08:00:00+00:00,14.473001,32.735367,0.0,0.0
2024-01-09 09:00:00+00:00,15.973001,28.865566,0.0,0.0
2024-01-09 10:00:00+00:00,17.123,26.145489,0.0,0.0
2024-01-09 11:00:00+00:00,17.922998,24.221903,0.0,0.0
2024-01-09 12:00:00+00:00,18.422998,22.785486,0.0,0.0
2024-01-09 13:00:00+00:00,18.473,23.837854,0.0,0.0
2024-01-09 14:00:00+00:00,17.323,26.689651,0.0,0.0
2024-01-09 15:00:00+00:00,15.023,32.06303,0.0,0.0
2024-01-09 16:00:00+00:00,13.073,36.382412,0.0,0.0
2024-01-09 17:00:00+00:00,11.623,40.16465,0.0,0.0
2024-01-09 18:00:00+00:00,11.023,41.639114,0.0,0.0
2024-01-09 19:00:00+00:00,10.423,43.6539,0.0,0.0
2024-01-09 20:00:00+00:00,9.923,45.636005,0.0,0.0
2024-01-09 21:00:00+00:00,9.423,48.064156,0.0,0.0
2024-01-09 22:00:00+00:00,10.023,47.020023,0.0,0.0
2024-01-09 23:00:00+00:00,9.623,49.006653,0.0,0.0
2024-01-10 00:00:00+00:00,9.273,51.466934,0.0,0.0
2024-01-10 01:00:00+00:00,8.823,54.02341,0.0,0.0
2024-01-10 02:00:00+00:00,7.9730005,62.17781,0.0,0.0
2024-01-10 03:00:00+00:00,6.723,71.9696,0.0,0.0
2024-01-10 04:00:00+00:00,6.4230003,76.6738,0.0,0.0
2024-01-10 05:00:00+00:00,6.873,76.20661,0.0,0.0
2024-01-10 06:00:00+00:00,10.273,60.117958,0.0,0.0
2024-01-10 07:00:00+00:00,13.223001,45.270214,0.0,0.0
2024-01-10 08:00:00+00:00,15.573,33.78757,0.0,0.0
2024-01-10 09:00:00+00:00,17.422998,25.09023,0.0,0.0
2024-01-10 10:00:00+00:00,18.373,22.019705,0.0,0.0
2024-01-10 11:00:00+00:00,18.823,22.222345,0.0,0.0
2024-01-10 12:00:00+00:00,18.873,22.821873,0.0,0.0
2024-01-10 13:00:00+00:00,19.323,27.15349,0.0,0.0
2024-01-10 14:00:00+00:00,18.073,31.334923,0.0,0.0
2024-01-10 15:00:00+00:00,17.473,31.50175,0.0,0.0
2024-01-10 16:00:00+00:00,16.973,32.749546,0.0,0.0
2024-01-10 17:00:00+00:00,15.922999,35.520947,0.0,0.0
2024-01-10 18:00:00+00:00,14.223001,40.928288,0.0,0.0
2024-01-10 19:00:00+00:00,12.373,47.51849,0.0,0.0
2024-01-10 20:00:00+00:00,13.273,44.48112,0.0,0.0
2024-01-10 21:00:00+00:00,12.623,46.080215,0.0,0.0
2024-01-10 22:00:00+00:00,12.223001,46.464397,0.0,0.0
2024-01-10 23:00:00+00:00,8.973001,56.45851,0.0,0.0
2024-01-11 00:00:00+00:00,7.623,59.676937,0.0,0.0
2024-01-11 01:00:00+00:00,9.023,49.738167,0.0,0.0
2024-01-11 02:00:00+00:00,8.173,50.047497,0.0,0.0
2024-01-11 03:00:00+00:00,7.123,49.38334,0.0,0.0
2024-01-11 04:00:00+00:00,8.273,41.59653,0.0,0.0
2024-01-11 05:00:00+00:00,10.373,33.751633,0.0,0.0
2024-01-11 06:00:00+00:00,13.673,24.79436,0.0,0.0
2024-01-11 07:00:00+00:00,16.473,18.888111,0.0,0.0
2024-01-11 08:00:00+00:00,18.373,17.27653,0.0,0.0
2024-01-11 09:00:00+00:00,19.573,15.664425,0.0,0.0
2024-01-11 10:00:00+00:00,20.223,14.988255,0.0,0.0
2024-01-11 11:00:00+00:00,20.522999,15.173036,0.0,0.0
2024-01-11 12:00:00+00:00,20.473,17.0013,0.0,0.0
2024-01-11 13:00:00+00:00,20.723,18.397648,0.0,0.0
2024-01-11 14:00:00+00:00,19.272999,19.825455,0.0,0.0
2024-01-11 15:00:00+00:00,16.573,24.393673,0.0,0.0
2024-01-11 16:00:00+00:00,15.723001,26.33666,0.0,0.0
2024-01-11 17:00:00+00:00,14.873,28.337185,0.0,0.0
2024-01-11 18:00:00+00:00,14.923,28.563522,0.0,0.0
2024-01-11 19:00:00+00:00,15.773,26.946985,0.0,0.0
2024-01-11 20:00:00+00:00,15.123,28.303576,0.0,0.0
2024-01-11 21:00:00+00:00,14.423,30.053299,0.0,0.0
2024-01-11 22:00:00+00:00,14.673,29.903347,0.0,0.0
2024-01-11 23:00:00+00:00,14.473001,30.744417,0.0,0.0
2024-01-12 00:00:00+00:00,13.873,32.438984,0.0,0.0
2024-01-12 01:00:00+00:00,12.873,34.879726,0.0,0.0
2024-01-12 02:00:00+00:00,11.923,37.676655,0.0,0.0
2024-01-12 03:00:00+00:00,11.773,38.61626,0.0,0.0
2024-01-12 04:00:00+00:00,9.973001,44.985977,0.0,0.0
2024-01-12 05:00:00+00:00,13.473001,34.800278,0.0,0.0
2024-01-12 06:00:00+00:00,16.823,28.267267,0.0,0.0
2024-01-12 07:00:00+00:00,19.123,25.749363,0.0,0.0
2024-01-12 08:00:00+00:00,20.672998,24.43773,0.0,0.0
2024-01-12 09:00:00+00:00,21.873,23.120436,0.0,0.0
2024-01-12 10:00:00+00:00,22.623,22.169039,0.0,0.0
2024-01-12 11:00:00+00:00,23.172998,22.31378,0.0,0.0
2024-01-12 12:00:00+00:00,23.473,22.799372,0.0,0.0
2024-01-12 13:00:00+00:00,23.073,23.951366,0.0,0.0
2024-01-12 14:00:00+00:00,21.823,27.265127,0.0,0.0
2024-01-12 15:00:00+00:00,19.623,32.4655,0.0,0.0
2024-01-12 16:00:00+00:00,18.323,36.60662,0.0,0.0
2024-01-12 17:00:00+00:00,19.823,30.945341,0.0,0.0
2024-01-12 18:00:00+00:00,19.172998,32.682987,0.0,0.0
2024-01-12 19:00:00+00:00,18.672998,34.32341,0.0,0.0
2024-01-12 20:00:00+00:00,18.022999,36.26176,0.0,0.0
2024-01-12 21:00:00+00:00,17.422998,38.060787,0.0,0.0
2024-01-12 22:00:00+00:00,16.723,39.926525,0.0,0.0
2024-01-12 23:00:00+00:00,14.773,45.551315,0.0,0.0
2024-01-13 00:00:00+00:00,14.673,44.250618,0.0,0.0
2024-01-13 01:00:00+00:00,13.823,43.536686,0.0,0.0
2024-01-13 02:00:00+00:00,13.423,44.048447,0.0,0.0
2024-01-13 03:00:00+00:00,12.873,45.169796,0.0,0.0
2024-01-13 04:00:00+00:00,12.773,45.30343,0.0,0.0
2024-01-13 05:00:00+00:00,13.323,45.298874,0.0,0.0
2024-01-13 06:00:00+00:00,16.973,34.19656,0.0,0.0
2024-01-13 07:00:00+00:00,19.672998,26.66579,0.0,0.0
2024-01-13 08:00:00+00:00,21.422998,22.667166,0.0,0.0
2024-01-13 09:00:00+00:00,22.672998,20.927631,0.0,0.0
2024-01-13 10:00:00+00:00,23.422998,19.781279,0.0,0.0
2024-01-13 11:00:00+00:00,23.973,19.418613,0.0,0.0
2024-01-13 12:00:00+00:00,23.973,19.920311,0.0,0.0
2024-01-13 13:00:00+00:00,23.473,22.881483,0.0,0.0
2024-01-13 14:00:00+00:00,22.172998,24.935614,0.0,0.0
2024-01-13 15:00:00+00:00,19.922998,29.569864,0.0,0.0
2024-01-13 16:00:00+00:00,18.073,37.581413,0.0,0.0
2024-01-13 17:00:00+00:00,17.573,37.436207,0.0,0.0
2024-01-13 18:00:00+00:00,16.422998,39.83944,0.0,0.0
2024-01-13 19:00:00+00:00,15.573,41.468082,0.0,0.0
2024-01-13 20:00:00+00:00,14.923,42.929256,0.0,0.0
2024-01-13 21:00:00+00:00,14.723001,43.024395,0.0,0.0
2024-01-13 22:00:00+00:00,14.073,44.870457,0.0,0.0
2024-01-13 23:00:00+00:00,13.073,47.886333,0.0,0.0
2024-01-14 00:00:00+00:00,13.123,47.05502,0.0,0.0
2024-01-14 01:00:00+00:00,12.223001,50.990482,0.0,0.0
2024-01-14 02:00:00+00:00,12.173,50.976757,0.0,0.0
2024-01-14 03:00:00+00:00,11.423,53.56199,0.0,0.0
2024-01-14 04:00:00+00:00,11.123,54.44282,0.0,0.0
2024-01-14 05:00:00+00:00,14.373,44.164494,0.0,0.0
2024-01-14 06:00:00+00:00,18.172998,34.668713,0.0,0.0
2024-01-14 07:00:00+00:00,20.073,31.349182,0.0,0.0
2024-01-14 08:00:00+00:00,21.573,28.082043,0.0,0.0
2024-01-14 09:00:00+00:00,22.873,25.487383,0.0,0.0
2024-01-14 10:00:00+00:00,23.922998,22.836456,0.0,0.0
2024-01-14 11:00:00+00:00,24.323,22.37481,0.0,0.0
2024-01-14 12:00:00+00:00,24.373,22.468222,0.0,0.0
2024-01-14 13:00:00+00:00,24.223,23.917732,0.0,0.0
2024-01-14 14:00:00+00:00,22.772999,27.046392,0.0,0.0
2024-01-14 15:00:00+00:00,20.123,33.66085,0.0,0.0
2024-01-14 16:00:00+00:00,19.522999,36.568024,0.0,0.0
2024-01-14 17:00:00+00:00,19.672998,35.59954,0.0,0.0
2024-01-14 18:00:00+00:00,19.172998,36.85283,0.0,0.0
2024-01-14 19:00:00+00:00,17.422998,42.296585,0.0,0.0
2024-01-14 20:00:00+00:00,16.922998,43.962063,0.0,0.0
2024-01-14 21:00:00+00:00,16.073,47.71672,0.0,0.0
2024-01-14 22:00:00+00:00,17.172998,45.43415,0.0,0.0
2024-01-14 23:00:00+00:00,17.123,46.860344,0.0,0.0
2024-01-15 00:00:00+00:00,17.022999,47.650055,0.0,0.0
2024-01-15 01:00:00+00:00,14.373,59.247967,0.0,0.0
2024-01-15 02:00:00+00:00,13.173,64.93684,0.0,0.0
2024-01-15 03:00:00+00:00,15.672999,55.62994,0.0,0.0
2024-01-15 04:00:00+00:00,14.473001,60.71334,0.0,0.0
2024-01-15 05:00:00+00:00,15.123,61.284405,0.0,0.0
2024-01-15 06:00:00+00:00,19.123,46.455097,0.0,0.0
2024-01-15 07:00:00+00:00,22.073,38.86474,0.0,0.0
2024-01-15 08:00:00+00:00,23.873,34.615215,0.0,0.0
2024-01-15 09:00:00+00:00,25.073,31.669764,0.0,0.0
2024-01-15 10:00:00+00:00,25.922998,29.396368,0.0,0.0
2024-01-15 11:00:00+00:00,26.573,27.238321,0.0,0.0
2024-01-15 12:00:00+00:00,26.772999,25.736225,0.0,0.0
2024-01-15 13:00:00+00:00,26.573,27.238321,0.0,0.0
2024-01-15 14:00:00+00:00,24.823,34.06535,0.0,0.0
2024-01-15 15:00:00+00:00,24.473,30.963032,0.0,0.0
2024-01-15 16:00:00+00:00,23.422998,33.437206,0.0,0.0
2024-01-15 17:00:00+00:00,21.473,39.497135,0.0,0.0
2024-01-15 18:00:00+00:00,20.323,44.164097,0.0,0.0
2024-01-15 19:00:00+00:00,18.073,53.82691,0.0,0.0
2024-01-15 20:00:00+00:00,17.573,58.430775,0.0,0.0
2024-01-15 21:00:00+00:00,19.573,52.07832,0.0,0.0
2024-01-15 22:00:00+00:00,18.873,55.319286,0.0,0.0
2024-01-15 23:00:00+00:00,18.623,57.13934,0.0,0.0
2024-01-16 00:00:00+00:00,17.573,61.03511,0.0,0.0
2024-01-16 01:00:00+00:00,13.473001,73.96642,0.0,0.0
2024-01-16 02:00:00+00:00,12.373,68.89927,0.0,0.0
2024-01-16 03:00:00+00:00,12.023,67.18806,0.0,0.0
2024-01-16 04:00:00+00:00,11.823,68.55056,0.0,0.0
2024-01-16 05:00:00+00:00,14.073,58.767735,0.0,0.0
2024-01-16 06:00:00+00:00,16.373,50.872845,0.0,0.0
2024-01-16 07:00:00+00:00,18.123,44.919697,0.0,0.0
2024-01-16 08:00:00+00:00,19.522999,41.874344,0.0,0.0
2024-01-16 09:00:00+00:00,20.623,39.66175,0.0,0.0
2024-01-16 10:00:00+00:00,21.373,38.13701,0.0,0.0
2024-01-16 11:00:00+00:00,21.772999,37.34327,0.0,0.0
2024-01-16 12:00:00+00:00,21.873,36.988552,0.0,0.0
2024-01-16 13:00:00+00:00,21.623,37.30032,0.0,0.0
2024-01-16 14:00:00+00:00,20.873,39.056026,0.0,0.0
2024-01-16 15:00:00+00:00,19.772999,41.80149,0.0,0.0
2024-01-16 16:00:00+00:00,18.922998,44.071697,0.0,0.0
2024-01-16 17:00:00+00:00,18.172998,45.873215,0.0,0.0
2024-01-16 18:00:00+00:00,17.223,47.37715,0.0,0.0
2024-01-16 19:00:00+00:00,16.022999,47.37147,0.0,0.0
2024-01-16 20:00:00+00:00,15.023,46.270115,0.0,0.0
2024-01-16 21:00:00+00:00,14.123,45.044704,0.0,0.0
2024-01-16 22:00:00+00:00,13.323,43.392033,0.0,0.0
2024-01-16 23:00:00+00:00,12.573,42.554047,0.0,0.0
2024-01-17 00:00:00+00:00,11.873,43.28383,0.0,0.0
2024-01-17 01:00:00+00:00,11.223001,41.69801,0.0,0.0
2024-01-17 02:00:00+00:00,10.723001,43.422447,0.0,0.0
2024-01-17 03:00:00+00:00,10.373,44.60976,0.0,0.0
2024-01-17 04:00:00+00:00,10.373,44.446697,0.0,0.0
2024-01-17 05:00:00+00:00,12.323,38.779167,0.0,0.0
2024-01-17 06:00:00+00:00,14.173,33.131958,0.0,0.0
2024-01-17 07:00:00+00:00,15.873,27.68619,0.0,0.0
2024-01-17 08:00:00+00:00,17.123,25.19359,0.0,0.0
2024-01-17 09:00:00+00:00,18.172998,24.111185,0.0,0.0
2024-01-17 10:00:00+00:00,19.022999,23.723858,0.0,0.0
2024-01-17 11:00:00+00:00,19.473,23.934067,0.0,0.0
2024-01-17 12:00:00+00:00,19.522999,24.124264,0.0,0.0
2024-01-17 13:00:00+00:00,19.123,24.914532,0.0,0.0
2024-01-17 14:00:00+00:00,18.373,25.919315,0.0,0.0
2024-01-17 15:00:00+00:00,17.422998,27.314232,0.0,0.0
2024-01-17 16:00:00+00:00,16.672998,28.432924,0.0,0.0
2024-01-17 17:00:00+00:00,16.073,29.539845,0.0,0.0
2024-01-17 18:00:00+00:00,15.623,30.067936,0.0,0.0
2024-01-17 19:00:00+00:00,14.723001,31.740654,0.0,0.0
2024-01-17 20:00:00+00:00,13.773,33.75311,0.0,0.0
2024-01-17 21:00:00+00:00,13.123,35.212334,0.0,0.0
2024-01-17 22:00:00+00:00,12.623,36.382935,0.0,0.0
2024-01-17 23:00:00+00:00,11.923,38.518764,0.0,0.0
2024-01-18 00:00:00+00:00,11.473001,39.534367,0.0,0.0
