id_umidade,data_hora,valor,fk_upa
96,"2025-04-27 04:59:36",46.8,1
97,"2025-04-27 05:04:36",46.9,1
98,"2025-04-27 05:09:36",47.1,1
99,"2025-04-27 05:14:36",46.3,1
100,"2025-04-27 05:19:36",46.1,1
101,"2025-04-27 05:24:36",46.6,1
102,"2025-04-27 05:29:36",46.3,1
103,"2025-04-27 05:34:36",45.6,1
104,"2025-04-27 05:39:36",45.8,1
105,"2025-04-27 05:44:36",45.2,1
106,"2025-04-27 05:49:36",46.0,1
107,"2025-04-27 05:54:36",46.1,1
108,"2025-04-27 05:59:36",45.7,1
109,"2025-04-27 06:04:36",44.7,1
110,"2025-04-27 06:09:36",44.5,1
111,"2025-04-27 06:14:36",43.8,1
112,"2025-04-27 06:19:36",43.5,1
113,"2025-04-27 06:24:36",42.9,1
114,"2025-04-27 06:29:36",43.7,1
115,"2025-04-27 06:34:36",43.1,1
116,"2025-04-27 06:39:36",42.6,1
117,"2025-04-27 06:44:36",42.5,1
118,"2025-04-27 06:49:36",43.1,1
119,"2025-04-27 06:54:36",43.0,1
120,"2025-04-27 06:59:36",42.6,1
121,"2025-04-27 07:04:36",42.4,1
122,"2025-04-27 07:09:36",42.1,1
123,"2025-04-27 07:14:36",42.0,1
124,"2025-04-27 07:19:36",41.0,1
125,"2025-04-27 07:24:36",40.8,1
126,"2025-04-27 07:29:36",40.3,1
127,"2025-04-27 07:34:36",110.2,1
128,"2025-04-27 07:39:36",39.5,1
129,"2025-04-27 07:44:36",38.8,1
130,"2025-04-27 07:49:36",38.7,1
131,"2025-04-27 07:54:36",38.2,1
132,"2025-04-27 07:59:36",39.0,1
133,"2025-04-27 08:04:36",38.8,1
134,"2025-04-27 08:09:36",38.0,1
135,"2025-04-27 08:14:36",37.1,1
136,"2025-04-27 08:19:36",37.9,1
137,"2025-04-27 08:24:36",37.2,1
138,"2025-04-27 08:29:36",37.3,1
139,"2025-04-27 08:34:36",37.4,1
140,"2025-04-27 08:39:36",37.6,1
141,"2025-04-27 08:44:36",36.8,1
142,"2025-04-27 08:49:36",36.8,1
143,"2025-04-27 08:54:36",37.5,1
144,"2025-04-27 08:59:36",37.6,1
145,"2025-04-27 09:04:36",37.8,1
146,"2025-04-27 09:09:36",37.7,1
147,"2025-04-27 09:14:36",38.7,1
148,"2025-04-27 09:19:36",39.4,1
149,"2025-04-27 09:24:36",38.8,1
150,"2025-04-27 09:29:36",39.1,1
151,"2025-04-27 09:34:36",38.5,1
152,"2025-04-27 09:39:36",38.8,1
153,"2025-04-27 09:44:36",39.8,1
154,"2025-04-27 09:49:36",39.0,1
155,"2025-04-27 09:54:36",39.7,1
156,"2025-04-27 09:59:36",39.6,1
157,"2025-04-27 10:04:36",40.1,1
158,"2025-04-27 10:09:36",40.9,1
159,"2025-04-27 10:14:36",40.4,1
160,"2025-04-27 10:19:36",40.2,1
161,"2025-04-27 10:24:36",39.5,1
162,"2025-04-27 10:29:36",40.3,1
163,"2025-04-27 10:34:36",40.0,1
164,"2025-04-27 10:39:36",41.1,1
165,"2025-04-27 10:44:36",40.4,1
166,"2025-04-27 10:49:36",79.0,1
167,"2025-04-27 10:54:36",39.4,1
168,"2025-04-27 10:59:36",39.8,1
169,"2025-04-27 11:04:36",40.2,1
170,"2025-04-27 11:09:36",40.5,1
171,"2025-04-27 11:14:36",40.9,1
172,"2025-04-27 11:19:36",40.2,1
173,"2025-04-27 11:24:36",39.8,1
174,"2025-04-27 11:29:36",38.8,1
175,"2025-04-27 11:34:36",39.8,1
176,"2025-04-27 11:39:36",40.3,1
177,"2025-04-27 11:44:36",39.6,1
178,"2025-04-27 11:49:36",39.3,1
179,"2025-04-27 11:54:36",40.3,1
180,"2025-04-27 11:59:36",39.6,1
181,"2025-04-27 12:04:36",39.0,1
182,"2025-04-27 12:09:36",39.7,1
183,"2025-04-27 12:14:36",39.0,1
184,"2025-04-27 12:19:36",38.4,1
185,"2025-04-27 12:24:36",39.1,1
186,"2025-04-27 12:29:36",39.4,1
187,"2025-04-27 12:34:36",40.1,1
188,"2025-04-27 12:39:36",40.6,1
189,"2025-04-27 12:44:36",40.4,1
190,"2025-04-27 12:49:36",40.5,1
191,"2025-04-27 12:54:36",40.1,1
192,"2025-04-27 12:59:36",40.5,1
193,"2025-04-27 13:04:36",40.0,1
194,"2025-04-27 13:09:36",40.4,1
195,"2025-04-27 13:14:36",40.5,1
196,"2025-04-27 13:19:36",NULL,1
197,"2025-04-27 13:24:36",NULL,1
198,"2025-04-27 13:29:36",60.0,1
199,"2025-04-27 13:34:36",60.7,1
200,"2025-04-27 13:39:36",60.8,1
201,"2025-04-27 13:44:36",61.5,1
202,"2025-04-27 13:49:36",60.5,1
203,"2025-04-27 13:54:36",60.4,1
204,"2025-04-27 13:59:36",60.9,1
205,"2025-04-27 14:04:36",61.8,1
206,"2025-04-27 14:09:36",60.8,1
207,"2025-04-27 14:14:36",60.5,1
208,"2025-04-27 14:19:36",60.5,1
209,"2025-04-27 14:24:36",60.3,1
210,"2025-04-27 14:29:36",59.8,1
211,"2025-04-27 14:34:36",59.3,1
212,"2025-04-27 14:39:36",58.5,1
213,"2025-04-27 14:44:36",58.2,1
214,"2025-04-27 14:49:36",58.4,1
215,"2025-04-27 14:54:36",57.7,1
216,"2025-04-27 14:59:36",58.5,1
217,"2025-04-27 15:04:36",57.5,1
218,"2025-04-27 15:09:36",56.9,1
219,"2025-04-27 15:14:36",56.9,1
220,"2025-04-27 15:19:36",57.7,1
221,"2025-04-27 15:24:36",56.9,1
222,"2025-04-27 15:29:36",57.6,1
223,"2025-04-27 15:34:36",57.1,1
224,"2025-04-27 15:39:36",57.0,1
225,"2025-04-27 15:44:36",57.0,1
226,"2025-04-27 15:49:36",57.9,1
227,"2025-04-27 15:54:36",57.5,1
228,"2025-04-27 15:59:36",58.4,1
229,"2025-04-27 16:04:36",58.9,1
230,"2025-04-27 16:09:36",58.7,1
231,"2025-04-27 16:14:36",58.5,1
232,"2025-04-27 16:19:36",59.4,1
233,"2025-04-27 16:24:36",59.7,1
234,"2025-04-27 16:29:36",59.2,1
235,"2025-04-27 16:34:36",59.4,1
236,"2025-04-27 16:39:36",58.6,1
237,"2025-04-27 16:44:36",59.5,1
238,"2025-04-27 16:49:36",59.3,1
239,"2025-04-27 16:54:36",60.0,1
240,"2025-04-27 16:59:36",60.4,1
241,"2025-04-27 17:04:36",61.5,1
242,"2025-04-27 17:09:36",62.3,1
243,"2025-04-27 17:14:36",61.2,1
244,"2025-04-27 17:19:36",61.3,1
245,"2025-04-27 17:24:36",61.9,1
246,"2025-04-27 17:29:36",63.0,1
247,"2025-04-27 17:34:36",62.6,1
248,"2025-04-27 17:39:36",62.9,1
249,"2025-04-27 17:44:36",63.5,1
250,"2025-04-27 17:49:36",63.1,1
251,"2025-04-27 17:54:36",63.4,1
252,"2025-04-27 17:59:36",62.9,1
253,"2025-04-27 18:04:36",63.4,1
254,"2025-04-27 18:09:36",62.3,1
255,"2025-04-27 18:14:36",61.6,1
256,"2025-04-27 18:19:36",60.5,1
257,"2025-04-27 18:24:36",59.9,1
258,"2025-04-27 18:29:36",59.4,1
259,"2025-04-27 18:34:36",60.5,1
260,"2025-04-27 18:39:36",80.1,1
261,"2025-04-27 18:44:36",59.7,1
262,"2025-04-27 18:49:36",59.9,1
263,"2025-04-27 18:54:36",60.3,1
264,"2025-04-27 18:59:36",60.1,1
265,"2025-04-27 19:04:36",59.5,1
266,"2025-04-27 19:09:36",60.0,1
267,"2025-04-27 19:14:36",59.7,1
268,"2025-04-27 19:19:36",60.4,1
269,"2025-04-27 19:24:36",61.2,1
270,"2025-04-27 19:29:36",61.4,1
271,"2025-04-27 19:34:36",62.4,1
272,"2025-04-27 19:39:36",63.6,1
273,"2025-04-27 19:44:36",62.5,1
274,"2025-04-27 19:49:36",62.1,1
275,"2025-04-27 19:54:36",62.5,1
276,"2025-04-27 19:59:36",61.6,1
277,"2025-04-27 20:04:36",61.9,1
278,"2025-04-27 20:09:36",62.9,1
279,"2025-04-27 20:14:36",63.9,1
280,"2025-04-27 20:19:36",64.0,1
281,"2025-04-27 20:24:36",63.3,1
282,"2025-04-27 20:29:36",63.2,1
283,"2025-04-27 20:34:36",63.3,1
284,"2025-04-27 20:39:36",63.6,1
285,"2025-04-27 20:44:36",64.3,1
286,"2025-04-27 20:49:36",63.4,1
287,"2025-04-27 20:54:36",63.4,1
288,"2025-04-27 20:59:36",63.6,1
289,"2025-04-26 21:04:36",45.4,2
290,"2025-04-26 21:09:36",45.7,2
291,"2025-04-26 21:14:36",45.5,2
292,"2025-04-26 21:19:36",46.1,2
293,"2025-04-26 21:24:36",47.0,2
294,"2025-04-26 21:29:36",47.3,2
295,"2025-04-26 21:34:36",NULL,2
296,"2025-04-26 21:39:36",NULL,2
297,"2025-04-26 21:44:36",NULL,2
298,"2025-04-26 21:49:36",41.9,2
299,"2025-04-26 21:54:36",41.4,2
300,"2025-04-26 21:59:36",42.2,2
301,"2025-04-26 22:04:36",42.0,2
302,"2025-04-26 22:09:36",42.4,2
303,"2025-04-26 22:14:36",41.6,2
304,"2025-04-26 22:19:36",42.1,2
305,"2025-04-26 22:24:36",42.0,2
306,"2025-04-26 22:29:36",42.1,2
307,"2025-04-26 22:34:36",NULL,2
308,"2025-04-26 22:39:36",NULL,2
309,"2025-04-26 22:44:36",53.9,2
310,"2025-04-26 22:49:36",54.1,2
311,"2025-04-26 22:54:36",54.2,2
312,"2025-04-26 22:59:36",53.8,2
313,"2025-04-26 23:04:36",53.6,2
314,"2025-04-26 23:09:36",54.4,2
315,"2025-04-26 23:14:36",53.4,2
316,"2025-04-26 23:19:36",53.3,2
317,"2025-04-26 23:24:36",52.7,2
318,"2025-04-26 23:29:36",51.9,2
319,"2025-04-26 23:34:36",NULL,2
320,"2025-04-26 23:39:36",NULL,2
321,"2025-04-26 23:44:36",NULL,2
322,"2025-04-26 23:49:36",NULL,2
323,"2025-04-26 23:54:36",NULL,2
324,"2025-04-26 23:59:36",NULL,2
325,"2025-04-27 00:04:36",NULL,2
326,"2025-04-27 00:09:36",NULL,2
327,"2025-04-27 00:14:36",40.7,2
328,"2025-04-27 00:19:36",40.4,2
329,"2025-04-27 00:24:36",40.6,2
330,"2025-04-27 00:29:36",40.4,2
331,"2025-04-27 00:34:36",39.8,2
332,"2025-04-27 00:39:36",40.3,2
333,"2025-04-27 00:44:36",40.3,2
334,"2025-04-27 00:49:36",39.2,2
335,"2025-04-27 00:54:36",39.3,2
336,"2025-04-27 00:59:36",40.0,2
337,"2025-04-27 01:04:36",40.8,2
338,"2025-04-27 01:09:36",40.8,2
339,"2025-04-27 01:14:36",40.2,2
340,"2025-04-27 01:19:36",40.4,2
341,"2025-04-27 01:24:36",40.4,2
342,"2025-04-27 01:29:36",39.4,2
343,"2025-04-27 01:34:36",39.2,2
344,"2025-04-27 01:39:36",38.7,2
345,"2025-04-27 01:44:36",39.6,2
346,"2025-04-27 01:49:36",40.5,2
347,"2025-04-27 01:54:36",40.9,2
348,"2025-04-27 01:59:36",41.6,2
349,"2025-04-27 02:04:36",41.6,2
350,"2025-04-27 02:09:36",40.8,2
351,"2025-04-27 02:14:36",39.7,2
352,"2025-04-27 02:19:36",38.9,2
353,"2025-04-27 02:24:36",38.7,2
354,"2025-04-27 02:29:36",39.1,2
355,"2025-04-27 02:34:36",39.6,2
356,"2025-04-27 02:39:36",38.9,2
357,"2025-04-27 02:44:36",39.7,2
358,"2025-04-27 02:49:36",40.0,2
359,"2025-04-27 02:54:36",39.5,2
360,"2025-04-27 02:59:36",38.6,2
361,"2025-04-27 03:04:36",38.7,2
362,"2025-04-27 03:09:36",39.4,2
363,"2025-04-27 03:14:36",39.1,2
364,"2025-04-27 03:19:36",38.7,2
365,"2025-04-27 03:24:36",39.0,2
366,"2025-04-27 03:29:36",38.5,2
367,"2025-04-27 03:34:36",38.0,2
368,"2025-04-27 03:39:36",37.6,2
369,"2025-04-27 03:44:36",37.0,2
370,"2025-04-27 03:49:36",36.6,2
371,"2025-04-27 03:54:36",36.3,2
372,"2025-04-27 03:59:36",36.8,2
373,"2025-04-27 04:04:36",36.1,2
374,"2025-04-27 04:09:36",35.2,2
375,"2025-04-27 04:14:36",34.7,2
376,"2025-04-27 04:19:36",34.9,2
377,"2025-04-27 04:24:36",33.8,2
378,"2025-04-27 04:29:36",32.9,2
379,"2025-04-27 04:34:36",NULL,2
380,"2025-04-27 04:39:36",44.1,2
381,"2025-04-27 04:44:36",43.7,2
382,"2025-04-27 04:49:36",44.3,2
383,"2025-04-27 04:54:36",62.9,2
384,"2025-04-27 04:59:36",44.2,2
385,"2025-04-27 05:04:36",45.1,2
386,"2025-04-27 05:09:36",45.0,2
387,"2025-04-27 05:14:36",44.9,2
388,"2025-04-27 05:19:36",45.5,2
389,"2025-04-27 05:24:36",46.4,2
390,"2025-04-27 05:29:36",46.5,2
391,"2025-04-27 05:34:36",45.7,2
392,"2025-04-27 05:39:36",45.1,2
393,"2025-04-27 05:44:36",44.7,2
394,"2025-04-27 05:49:36",44.4,2
395,"2025-04-27 05:54:36",44.2,2
396,"2025-04-27 05:59:36",43.5,2
397,"2025-04-27 06:04:36",44.2,2
398,"2025-04-27 06:09:36",43.7,2
399,"2025-04-27 06:14:36",43.5,2
400,"2025-04-27 06:19:36",44.0,2
401,"2025-04-27 06:24:36",44.5,2
402,"2025-04-27 06:29:36",45.4,2
403,"2025-04-27 06:34:36",46.0,2
404,"2025-04-27 06:39:36",46.1,2
405,"2025-04-27 06:44:36",45.7,2
406,"2025-04-27 06:49:36",44.8,2
407,"2025-04-27 06:54:36",45.0,2
408,"2025-04-27 06:59:36",45.0,2
409,"2025-04-27 07:04:36",44.1,2
410,"2025-04-27 07:09:36",43.7,2
411,"2025-04-27 07:14:36",43.4,2
412,"2025-04-27 07:19:36",42.5,2
413,"2025-04-27 07:24:36",42.3,2
414,"2025-04-27 07:29:36",42.3,2
415,"2025-04-27 07:34:36",41.8,2
416,"2025-04-27 07:39:36",42.6,2
417,"2025-04-27 07:44:36",NULL,2
418,"2025-04-27 07:49:36",50.3,2
419,"2025-04-27 07:54:36",50.0,2
420,"2025-04-27 07:59:36",50.2,2
421,"2025-04-27 08:04:36",49.9,2
422,"2025-04-27 08:09:36",50.7,2
423,"2025-04-27 08:14:36",50.8,2
424,"2025-04-27 08:19:36",51.2,2
425,"2025-04-27 08:24:36",51.7,2
426,"2025-04-27 08:29:36",51.0,2
427,"2025-04-27 08:34:36",50.0,2
428,"2025-04-27 08:39:36",49.4,2
429,"2025-04-27 08:44:36",50.0,2
430,"2025-04-27 08:49:36",50.5,2
431,"2025-04-27 08:54:36",49.4,2
432,"2025-04-27 08:59:36",48.7,2
433,"2025-04-27 09:04:36",48.3,2
434,"2025-04-27 09:09:36",47.9,2
435,"2025-04-27 09:14:36",47.5,2
436,"2025-04-27 09:19:36",47.3,2
437,"2025-04-27 09:24:36",47.6,2
438,"2025-04-27 09:29:36",139.8,2
439,"2025-04-27 09:34:36",47.1,2
440,"2025-04-27 09:39:36",46.6,2
441,"2025-04-27 09:44:36",46.5,2
442,"2025-04-27 09:49:36",47.3,2
443,"2025-04-27 09:54:36",46.7,2
444,"2025-04-27 09:59:36",47.5,2
445,"2025-04-27 10:04:36",46.7,2
446,"2025-04-27 10:09:36",46.3,2
447,"2025-04-27 10:14:36",46.9,2
448,"2025-04-27 10:19:36",47.3,2
449,"2025-04-27 10:24:36",46.5,2
450,"2025-04-27 10:29:36",46.1,2
451,"2025-04-27 10:34:36",46.6,2
452,"2025-04-27 10:39:36",121.6,2
453,"2025-04-27 10:44:36",47.5,2
454,"2025-04-27 10:49:36",47.5,2
455,"2025-04-27 10:54:36",46.8,2
456,"2025-04-27 10:59:36",47.3,2
457,"2025-04-27 11:04:36",47.8,2
458,"2025-04-27 11:09:36",48.1,2
459,"2025-04-27 11:14:36",49.0,2
460,"2025-04-27 11:19:36",48.7,2
461,"2025-04-27 11:24:36",48.3,2
462,"2025-04-27 11:29:36",29.8,2
463,"2025-04-27 11:34:36",48.3,2
464,"2025-04-27 11:39:36",48.4,2
465,"2025-04-27 11:44:36",48.8,2
466,"2025-04-27 11:49:36",48.9,2
467,"2025-04-27 11:54:36",49.7,2
468,"2025-04-27 11:59:36",50.0,2
469,"2025-04-27 12:04:36",49.3,2
470,"2025-04-27 12:09:36",49.6,2
471,"2025-04-27 12:14:36",49.5,2
472,"2025-04-27 12:19:36",49.0,2
473,"2025-04-27 12:24:36",49.5,2
474,"2025-04-27 12:29:36",49.1,2
475,"2025-04-27 12:34:36",49.1,2
476,"2025-04-27 12:39:36",49.0,2
477,"2025-04-27 12:44:36",48.3,2
478,"2025-04-27 12:49:36",48.0,2
479,"2025-04-27 12:54:36",47.2,2
480,"2025-04-27 12:59:36",46.3,2
481,"2025-04-27 13:04:36",46.0,2
482,"2025-04-27 13:09:36",45.9,2
483,"2025-04-27 13:14:36",46.1,2
484,"2025-04-27 13:19:36",45.6,2
485,"2025-04-27 13:24:36",45.7,2
486,"2025-04-27 13:29:36",46.6,2
487,"2025-04-27 13:34:36",46.1,2
488,"2025-04-27 13:39:36",45.4,2
489,"2025-04-27 13:44:36",44.8,2
490,"2025-04-27 13:49:36",45.2,2
491,"2025-04-27 13:54:36",44.2,2
492,"2025-04-27 13:59:36",43.5,2
493,"2025-04-27 14:04:36",43.3,2
494,"2025-04-27 14:09:36",42.7,2
495,"2025-04-27 14:14:36",42.7,2
496,"2025-04-27 14:19:36",43.4,2
497,"2025-04-27 14:24:36",43.8,2
498,"2025-04-27 14:29:36",44.7,2
499,"2025-04-27 14:34:36",44.9,2
500,"2025-04-27 14:39:36",44.9,2
501,"2025-04-27 14:44:36",NULL,2
502,"2025-04-27 14:49:36",43.2,2
503,"2025-04-27 14:54:36",42.1,2
504,"2025-04-27 14:59:36",42.5,2
505,"2025-04-27 15:04:36",42.1,2
506,"2025-04-27 15:09:36",41.9,2
507,"2025-04-27 15:14:36",41.5,2
508,"2025-04-27 15:19:36",42.0,2
509,"2025-04-27 15:24:36",NULL,2
510,"2025-04-27 15:29:36",54.0,2
511,"2025-04-27 15:34:36",53.7,2
512,"2025-04-27 15:39:36",52.8,2
513,"2025-04-27 15:44:36",51.7,2
514,"2025-04-27 15:49:36",62.9,2
515,"2025-04-27 15:54:36",51.9,2
516,"2025-04-27 15:59:36",51.8,2
517,"2025-04-27 16:04:36",51.7,2
518,"2025-04-27 16:09:36",51.3,2
519,"2025-04-27 16:14:36",51.8,2
520,"2025-04-27 16:19:36",50.7,2
521,"2025-04-27 16:24:36",50.9,2
522,"2025-04-27 16:29:36",50.7,2
523,"2025-04-27 16:34:36",50.2,2
524,"2025-04-27 16:39:36",49.8,2
525,"2025-04-27 16:44:36",146.4,2
526,"2025-04-27 16:49:36",49.4,2
527,"2025-04-27 16:54:36",50.0,2
528,"2025-04-27 16:59:36",49.5,2
529,"2025-04-27 17:04:36",49.7,2
530,"2025-04-27 17:09:36",49.0,2
531,"2025-04-27 17:14:36",48.9,2
532,"2025-04-27 17:19:36",48.9,2
533,"2025-04-27 17:24:36",49.5,2
534,"2025-04-27 17:29:36",49.0,2
535,"2025-04-27 17:34:36",49.1,2
536,"2025-04-27 17:39:36",48.6,2
537,"2025-04-27 17:44:36",48.2,2
538,"2025-04-27 17:49:36",48.0,2
539,"2025-04-27 17:54:36",48.5,2
540,"2025-04-27 17:59:36",48.3,2
541,"2025-04-27 18:04:36",47.6,2
542,"2025-04-27 18:09:36",48.1,2
543,"2025-04-27 18:14:36",NULL,2
544,"2025-04-27 18:19:36",NULL,2
545,"2025-04-27 18:24:36",NULL,2
546,"2025-04-27 18:29:36",NULL,2
547,"2025-04-27 18:34:36",NULL,2
548,"2025-04-27 18:39:36",41.4,2
549,"2025-04-27 18:44:36",41.9,2
550,"2025-04-27 18:49:36",42.8,2
551,"2025-04-27 18:54:36",42.9,2
552,"2025-04-27 18:59:36",98.9,2
553,"2025-04-27 19:04:36",43.8,2
554,"2025-04-27 19:09:36",43.5,2
555,"2025-04-27 19:14:36",43.9,2
556,"2025-04-27 19:19:36",44.5,2
557,"2025-04-27 19:24:36",44.1,2
558,"2025-04-27 19:29:36",45.0,2
559,"2025-04-27 19:34:36",44.7,2
560,"2025-04-27 19:39:36",44.3,2
561,"2025-04-27 19:44:36",44.5,2
562,"2025-04-27 19:49:36",44.2,2
563,"2025-04-27 19:54:36",44.1,2
564,"2025-04-27 19:59:36",43.4,2
565,"2025-04-27 20:04:36",43.5,2
566,"2025-04-27 20:09:36",43.6,2
567,"2025-04-27 20:14:36",43.0,2
568,"2025-04-27 20:19:36",42.4,2
569,"2025-04-27 20:24:36",42.7,2
570,"2025-04-27 20:29:36",43.3,2
571,"2025-04-27 20:34:36",42.6,2
572,"2025-04-27 20:39:36",42.6,2
573,"2025-04-27 20:44:36",42.1,2
574,"2025-04-27 20:49:36",42.9,2
575,"2025-04-27 20:54:36",42.5,2
576,"2025-04-27 20:59:36",42.0,2
577,"2025-04-26 21:04:36",46.5,3
578,"2025-04-26 21:09:36",47.6,3
579,"2025-04-26 21:14:36",48.0,3
580,"2025-04-26 21:19:36",47.6,3
581,"2025-04-26 21:24:36",47.4,3
582,"2025-04-26 21:29:36",47.9,3
583,"2025-04-26 21:34:36",-27.2,3
584,"2025-04-26 21:39:36",48.3,3
585,"2025-04-26 21:44:36",47.6,3
586,"2025-04-26 21:49:36",47.9,3
587,"2025-04-26 21:54:36",47.5,3
588,"2025-04-26 21:59:36",47.0,3
589,"2025-04-26 22:04:36",46.3,3
590,"2025-04-26 22:09:36",46.0,3
591,"2025-04-26 22:14:36",46.6,3
592,"2025-04-26 22:19:36",46.4,3
593,"2025-04-26 22:24:36",45.8,3
594,"2025-04-26 22:29:36",46.6,3
595,"2025-04-26 22:34:36",47.3,3
596,"2025-04-26 22:39:36",46.1,3
597,"2025-04-26 22:44:36",47.1,3
598,"2025-04-26 22:49:36",47.7,3
599,"2025-04-26 22:54:36",48.7,3
600,"2025-04-26 22:59:36",49.3,3
601,"2025-04-26 23:04:36",48.8,3
602,"2025-04-26 23:09:36",49.6,3
603,"2025-04-26 23:14:36",50.1,3
604,"2025-04-26 23:19:36",50.0,3
605,"2025-04-26 23:24:36",50.9,3
606,"2025-04-26 23:29:36",49.7,3
607,"2025-04-26 23:34:36",49.0,3
608,"2025-04-26 23:39:36",47.9,3
609,"2025-04-26 23:44:36",48.3,3
610,"2025-04-26 23:49:36",49.1,3
611,"2025-04-26 23:54:36",48.5,3
612,"2025-04-26 23:59:36",48.0,3
613,"2025-04-27 00:04:36",47.9,3
614,"2025-04-27 00:09:36",48.5,3
615,"2025-04-27 00:14:36",47.8,3
616,"2025-04-27 00:19:36",47.8,3
617,"2025-04-27 00:24:36",48.5,3
618,"2025-04-27 00:29:36",49.1,3
619,"2025-04-27 00:34:36",49.5,3
620,"2025-04-27 00:39:36",49.1,3
621,"2025-04-27 00:44:36",49.9,3
622,"2025-04-27 00:49:36",71.5,3
623,"2025-04-27 00:54:36",50.5,3
624,"2025-04-27 00:59:36",51.4,3
625,"2025-04-27 01:04:36",50.6,3
626,"2025-04-27 01:09:36",49.7,3
627,"2025-04-27 01:14:36",50.3,3
628,"2025-04-27 01:19:36",50.9,3
629,"2025-04-27 01:24:36",51.6,3
630,"2025-04-27 01:29:36",NULL,3
631,"2025-04-27 01:34:36",52.5,3
632,"2025-04-27 01:39:36",52.3,3
633,"2025-04-27 01:44:36",52.0,3
634,"2025-04-27 01:49:36",52.3,3
